Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-06-2024,21.5,28.6,24.4,83.0,31,5.8,3.0,50.0,0.0,C 
02-06-2024,21.4,29.9,25.0,83.0,9,1.7,2.0,240.0,0.0,C 
03-06-2024,20.8,29.0,23.9,83.0,11.3,2.6,0.0,285.0,0.0,C 
04-06-2024,20.6,30.4,25.0,75.0,35,2.5,3.0,110.0,0.0,C 
05-06-2024,20.0,31.2,25.1,71.0,8888,5.8,4.0,240.0,1.0,C 
06-06-2024,19.2,31.4,25.5,72.0,8888,6.9,3.0,80.0,0.0,C 
07-06-2024,19.0,29.0,24.7,76.0,0,7.4,1.0,100.0,0.0,C 
08-06-2024,20.0,30.4,24.7,74.0,0.2,5.3,2.0,230.0,0.0,C 
09-06-2024,20.0,30.0,24.5,77.0,0,7.2,4.0,240.0,1.0,C 
10-06-2024,20.6,29.6,24.9,78.0,8888,7.0,1.0,100.0,0.0,C 
11-06-2024,20.2,29.7,24.5,81.0,0,3.5,2.0,92.0,1.0,C 
12-06-2024,21.2,29.0,24.5,79.0,5.4,3.4,3.0,20.0,0.0,C 
13-06-2024,21.2,28.6,24.1,81.0,1.4,5.9,3.0,230.0,0.0,C 
14-06-2024,20.8,30.6,25.6,75.0,0,0.9,3.0,210.0,1.0,C 
15-06-2024,21.2,31.2,25.3,79.0,0,7.5,2.0,207.0,0.0,C 
16-06-2024,21.8,30.4,25.4,78.0,1.5,6.6,5.0,240.0,1.0,C 
17-06-2024,20.8,30.6,25.1,71.0,-,5.4,3.0,210.0,0.0,C 
18-06-2024,20.0,28.6,24.6,79.0,0,7.3,3.0,260.0,0.0,C 
19-06-2024,19.8,29.8,24.7,72.0,0,2.7,2.0,48.0,0.0,C 
20-06-2024,19.2,30.2,24.6,68.0,0,5.4,3.0,250.0,1.0,C 
21-06-2024,18.8,31.8,25.7,66.0,0,7.8,3.0,50.0,0.0,C 
22-06-2024,19.4,31.2,23.9,63.0,-,8.1,3.0,150.0,1.0,C 
23-06-2024,18.2,30.4,24.5,65.0,0,7.7,5.0,117.0,1.0,C 
24-06-2024,18.2,30.0,25.0,73.0,0,8.0,3.0,42.0,0.0,C 
25-06-2024,20.4,29.0,23.9,80.0,0,4.7,2.0,120.0,0.0,C 
26-06-2024,20.0,29.4,24.7,76.0,16.3,3.6,2.0,230.0,0.0,C 
27-06-2024,19.8,28.8,24.9,80.0,0,5.0,1.0,217.0,0.0,C 
28-06-2024,20.2,29.4,24.6,82.0,8.5,4.7,3.0,250.0,0.0,C 
29-06-2024,21.4,28.6,23.7,85.0,1,6.2,3.0,30.0,0.0,C 
30-06-2024,20.8,29.4,25.2,78.0,36.2,4.2,2.0,110.0,0.0,C 
